bowler,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,format,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary
D Robson,324,320,13,156,24,11,T20I,54.0,5.93,24.62,24.92,48.15,162,50.62,9.26
Aziz Mohammad,276,360,13,89,21,17,T20I,46.0,7.83,27.69,21.23,32.25,186,51.67,7.26
DT Christian,285,409,13,82,30,18,T20I,47.5,8.61,31.46,21.92,28.77,228,55.75,5.94
Usman Shinwari,317,438,13,116,42,15,T20I,52.8,8.3,33.69,24.38,36.59,258,58.9,5.56
TD Chaoana,425,549,13,169,52,15,T20I,70.8,7.75,42.23,32.69,39.76,298,54.28,6.34
M Muralitharan,292,309,13,105,19,8,T20I,48.7,6.34,23.77,22.46,35.96,124,40.13,10.81
PWA Mulder,189,277,13,56,25,11,T20I,31.5,8.79,21.31,14.54,29.63,166,59.93,5.25
Fazil Rahman,137,165,13,60,15,4,T20I,22.8,7.24,12.69,10.54,43.8,84,50.91,7.21
S Snater,218,339,13,61,26,17,T20I,36.3,9.34,26.08,16.77,27.98,206,60.77,5.07
Harshit Rana,217,343,13,85,35,18,T20I,36.2,9.48,26.38,16.69,39.17,248,72.3,4.09
TJ Draca,226,263,13,102,31,5,T20I,37.7,6.98,20.23,17.38,45.13,154,58.56,6.28
MTMMJ Ave,226,244,13,85,12,8,T20I,37.7,6.47,18.77,17.38,37.61,96,39.34,11.3
M Choamba,275,243,13,125,17,5,T20I,45.8,5.31,18.69,21.15,45.45,98,40.33,12.5
SR Clark,223,246,13,101,23,6,T20I,37.2,6.61,18.92,17.15,45.29,128,52.03,7.69
Mohammad Asif,267,350,13,104,45,6,T20I,44.5,7.87,26.92,20.54,38.95,216,61.71,5.24
Tejwinder Singh,234,222,13,108,11,8,T20I,39.0,5.69,17.08,18.0,46.15,92,41.44,12.32
Navdeep Saini,204,241,13,99,25,10,T20I,34.0,7.09,18.54,15.69,48.53,160,66.39,5.83
Atif-Ur-Rehman,339,308,13,169,27,5,T20I,56.5,5.45,23.69,26.08,49.85,138,44.81,10.59
Iftikhar Kankhel,193,273,13,76,25,14,T20I,32.2,8.48,21.0,14.85,39.38,184,67.4,4.95
Musa Khan Ahmadzai,181,224,13,58,17,6,T20I,30.2,7.42,17.23,13.92,32.04,104,46.43,7.87
Muhammad Arfan,249,260,13,86,18,4,T20I,41.5,6.27,20.0,19.15,34.54,96,36.92,11.32
Zain Muzaffar,231,282,13,95,25,10,T20I,38.5,7.32,21.69,17.77,41.13,160,56.74,6.6
Asif Bevinje,202,239,13,93,25,7,T20I,33.7,7.09,18.38,15.54,46.04,142,59.41,6.31
SK Raina,362,450,13,100,18,21,T20I,60.3,7.46,34.62,27.85,27.62,198,44.0,9.28
Abdullah Mahmood,247,267,13,83,16,7,T20I,41.2,6.48,20.54,19.0,33.6,106,39.7,10.74
PM Liyanagamage,164,226,12,44,23,3,T20I,27.3,8.28,18.83,13.67,26.83,110,48.67,6.31
Sami Ullah,160,194,12,63,13,5,T20I,26.7,7.27,16.17,13.33,39.38,82,42.27,8.89
Soumya Sarkar,287,416,12,62,34,13,T20I,47.8,8.7,34.67,23.92,21.6,214,51.44,6.11
KJ Ferrary,192,229,12,77,16,11,T20I,32.0,7.16,19.08,16.0,40.1,130,56.77,7.11
V Jatinder Kumar,282,307,12,117,17,14,T20I,47.0,6.53,25.58,23.5,41.49,152,49.51,9.1
Kamal Soukhiya,236,275,12,87,17,8,T20I,39.3,7.0,22.92,19.67,36.86,116,42.18,9.44
Waqas Barkat,294,388,12,94,29,15,T20I,49.0,7.92,32.33,24.5,31.97,206,53.09,6.68
MR Swart,258,277,12,110,17,10,T20I,43.0,6.44,23.08,21.5,42.64,128,46.21,9.56
Nadeem Khan,223,225,12,106,17,8,T20I,37.2,6.05,18.75,18.58,47.53,116,51.56,8.92
C de Grandhomme,336,470,12,81,37,15,T20I,56.0,8.39,39.17,28.0,24.11,238,50.64,6.46
P Pushparajan,281,354,12,104,27,14,T20I,46.8,7.56,29.5,23.42,37.01,192,54.24,6.85
M Syahadat Ramli,133,136,12,51,4,7,T20I,22.2,6.13,11.33,11.08,38.35,58,42.65,12.09
Mohamed Turay,258,256,12,112,19,7,T20I,43.0,5.95,21.33,21.5,43.41,118,46.09,9.92
A Dhingra,255,343,12,74,28,11,T20I,42.5,8.07,28.58,21.25,29.02,178,51.9,6.54
Hammadullah Shinwari,131,104,12,71,8,2,T20I,21.8,4.77,8.67,10.92,54.2,44,42.31,13.1
Irfan Ringku,151,195,12,65,15,9,T20I,25.2,7.74,16.25,12.58,43.05,114,58.46,6.29
Rafiullah,293,419,12,94,34,17,T20I,48.8,8.59,34.92,24.42,32.08,238,56.8,5.75
A Turay,88,93,12,33,6,1,T20I,14.7,6.33,7.75,7.33,37.5,30,32.26,12.57
DT Tiripano,307,390,12,107,35,8,T20I,51.2,7.62,32.5,25.58,34.85,188,48.21,7.14
H Deshan,203,258,12,81,23,9,T20I,33.8,7.63,21.5,16.92,39.9,146,56.59,6.34
V Mitari,224,227,12,98,15,6,T20I,37.3,6.09,18.92,18.67,43.75,96,42.29,10.67
N Madziva,260,346,12,86,34,7,T20I,43.3,7.99,28.83,21.67,33.08,178,51.45,6.34
Ammar Khalid,164,176,12,82,15,8,T20I,27.3,6.45,14.67,13.67,50.0,108,61.36,7.13
HT Tector,278,314,12,85,17,9,T20I,46.3,6.78,26.17,23.17,30.58,122,38.85,10.69
DK Anefie,366,357,12,159,30,6,T20I,61.0,5.85,29.75,30.5,43.44,156,43.7,10.17
IKO Aboagye,156,119,12,79,6,3,T20I,26.0,4.58,9.92,13.0,50.64,42,35.29,17.33
A Kalasi,227,182,12,102,7,4,T20I,37.8,4.81,15.17,18.92,44.93,52,28.57,20.64
F Khaliq,231,269,12,103,24,9,T20I,38.5,6.99,22.42,19.25,44.59,150,55.76,7.0
E Chigumbura,207,318,12,59,27,12,T20I,34.5,9.22,26.5,17.25,28.5,180,56.6,5.31
BMAJ Mendis,216,252,12,72,11,10,T20I,36.0,7.0,21.0,18.0,33.33,104,41.27,10.29
Ali Hasan,206,222,12,88,18,7,T20I,34.3,6.47,18.5,17.17,42.72,114,51.35,8.24
N Krishna,187,264,12,64,12,14,T20I,31.2,8.46,22.0,15.58,34.22,132,50.0,7.19
GC Galanis,217,227,12,88,18,3,T20I,36.2,6.27,18.92,18.08,40.55,90,39.65,10.33
A Turkmen,350,388,12,137,37,5,T20I,58.3,6.66,32.33,29.17,39.14,178,45.88,8.33
DGAPD Wiswi,170,168,12,70,8,5,T20I,28.3,5.94,14.0,14.17,41.18,62,36.9,13.08
A Prashar,215,207,12,102,20,5,T20I,35.8,5.78,17.25,17.92,47.44,110,53.14,8.6
A Bishnoi,235,318,12,90,25,14,T20I,39.2,8.11,26.5,19.58,38.3,184,57.86,6.03
DG Weakley,255,287,12,129,25,11,T20I,42.5,6.75,23.92,21.25,50.59,166,57.84,7.08
Luis Hermida,185,193,12,90,16,6,T20I,30.8,6.27,16.08,15.42,48.65,100,51.81,8.41
AA Navicha,230,308,12,85,29,13,T20I,38.3,8.04,25.67,19.17,36.96,194,62.99,5.48
Jonte Smith,160,156,12,75,11,4,T20I,26.7,5.84,13.0,13.33,46.88,68,43.59,10.67
S Vijayakumar,168,205,12,71,19,9,T20I,28.0,7.32,17.08,14.0,42.26,130,63.41,6.0
Arslan Amjad,155,250,12,38,19,12,T20I,25.8,9.69,20.83,12.92,24.52,148,59.2,5.0
DKD Warnakulasuriya,161,169,12,65,14,3,T20I,26.8,6.31,14.08,13.42,40.37,74,43.79,9.47
TL Cutler,292,362,12,120,20,21,T20I,48.7,7.43,30.17,24.33,41.1,206,56.91,7.12
Ngawang Thinley,133,165,12,56,8,10,T20I,22.2,7.43,13.75,11.08,42.11,92,55.76,7.39
AD Mascarenhas,254,319,12,92,18,15,T20I,42.3,7.54,26.58,21.17,36.22,162,50.78,7.7
Paing Danu,303,343,12,122,28,9,T20I,50.5,6.79,28.58,25.25,40.26,166,48.4,8.19
CE McConchie,282,381,12,100,29,17,T20I,47.0,8.11,31.75,23.5,35.46,218,57.22,6.13
Jaskaran Singh,252,326,12,97,26,13,T20I,42.0,7.76,27.17,21.0,38.49,182,55.83,6.46
Aminul Islam,191,238,12,52,15,9,T20I,31.8,7.48,19.83,15.92,27.23,114,47.9,7.96
Haider Butt,155,197,12,52,10,11,T20I,25.8,7.64,16.42,12.92,33.55,106,53.81,7.38
PK Mohanarangam,137,82,12,76,6,0,T20I,22.8,3.6,6.83,11.42,55.47,24,29.27,22.83
Arafat Sunny,189,237,12,72,23,7,T20I,31.5,7.52,19.75,15.75,38.1,134,56.54,6.3
Milind Kumar,204,241,12,94,21,10,T20I,34.0,7.09,20.08,17.0,46.08,144,59.75,6.58
P Florin,125,130,12,45,5,6,T20I,20.8,6.25,10.83,10.42,36.0,56,43.08,11.36
UT Yadav,184,283,12,75,42,8,T20I,30.7,9.22,23.58,15.33,40.76,216,76.33,3.68
Salman Nazar,153,158,12,79,11,7,T20I,25.5,6.2,13.17,12.75,51.63,86,54.43,8.5
SR Taylor,297,301,12,137,18,13,T20I,49.5,6.08,25.08,24.75,46.13,150,49.83,9.58
Shahil Momin,310,326,12,117,21,7,T20I,51.7,6.31,27.17,25.83,37.74,126,38.65,11.07
Amal Jacob,265,318,12,89,30,7,T20I,44.2,7.19,26.5,22.08,33.58,162,50.94,7.16
Muhammad Burhan,222,258,12,87,16,11,T20I,37.0,6.97,21.5,18.5,39.19,130,50.39,8.22
N Nuntarach,222,251,12,75,20,6,T20I,37.0,6.78,20.92,18.5,33.78,116,46.22,8.54
A Limdawala,314,379,12,137,27,19,T20I,52.3,7.25,31.58,26.17,43.63,222,58.58,6.83
JH Kallis,284,345,12,112,37,6,T20I,47.3,7.29,28.75,23.67,39.44,184,53.33,6.6
JA Fitzgerald,406,608,12,130,48,30,T20I,67.7,8.98,50.67,33.83,32.02,372,61.18,5.21
Shahrukh Quddus,254,350,12,95,28,15,T20I,42.3,8.27,29.17,21.17,37.4,202,57.71,5.91
J Khadka,249,345,11,110,34,16,T20I,41.5,8.31,31.36,22.64,44.18,232,67.25,4.98
J Drysdale,205,306,11,68,39,6,T20I,34.2,8.95,27.82,18.64,33.17,192,62.75,4.56
L Siaka,187,159,11,82,7,4,T20I,31.2,5.1,14.45,17.0,43.85,52,32.7,17.0
J Santhanam,149,131,11,80,13,3,T20I,24.8,5.28,11.91,13.55,53.69,70,53.44,9.31
R Hekure,314,379,11,96,25,10,T20I,52.3,7.25,34.45,28.55,30.57,160,42.22,8.97
SH Obed,180,206,11,62,8,9,T20I,30.0,6.87,18.73,16.36,34.44,86,41.75,10.59
E Robinson,99,121,11,33,8,5,T20I,16.5,7.33,11.0,9.0,33.33,62,51.24,7.62
NO Miller,192,227,11,72,11,10,T20I,32.0,7.09,20.64,17.45,37.5,104,45.81,9.14
A Mene-Ejegi,254,275,11,112,25,5,T20I,42.3,6.5,25.0,23.09,44.09,130,47.27,8.47
RG Aga,152,142,11,71,15,1,T20I,25.3,5.61,12.91,13.82,46.71,66,46.48,9.5
Muhammad Murad,221,282,11,86,29,8,T20I,36.8,7.66,25.64,20.09,38.91,164,58.16,5.97
Bashir Shah,171,161,11,85,13,4,T20I,28.5,5.65,14.64,15.55,49.71,76,47.2,10.06
GI Hume,174,262,11,63,27,10,T20I,29.0,9.03,23.82,15.82,36.21,168,64.12,4.7
Zulfiqar Babar,141,162,11,65,15,7,T20I,23.5,6.89,14.73,12.82,46.1,102,62.96,6.41
V Ateak,206,207,11,84,10,7,T20I,34.3,6.03,18.82,18.73,40.78,82,39.61,12.12
J Martins,123,158,11,45,14,6,T20I,20.5,7.71,14.36,11.18,36.59,92,58.23,6.15
Umran Malik,156,252,11,50,25,12,T20I,26.0,9.69,22.91,14.18,32.05,172,68.25,4.22
J Sebanja,172,204,11,84,21,7,T20I,28.7,7.11,18.55,15.64,48.84,126,61.76,6.14
TK Patel,132,147,11,62,2,13,T20I,22.0,6.68,13.36,12.0,46.97,86,58.5,8.8
Avishka Iroshan,133,193,11,47,17,9,T20I,22.2,8.69,17.55,12.09,35.34,122,63.21,5.12
A Rangaswamy,154,156,11,83,13,5,T20I,25.7,6.07,14.18,14.0,53.9,82,52.56,8.56
CM Akachukwu,293,378,11,93,25,14,T20I,48.8,7.75,34.36,26.64,31.74,184,48.68,7.51
Luca Petre,202,276,11,67,24,11,T20I,33.7,8.19,25.09,18.36,33.17,162,58.7,5.77
GT Taylor,215,303,11,80,19,15,T20I,35.8,8.46,27.55,19.55,37.21,166,54.79,6.32
RK Kiseto,214,255,11,106,26,11,T20I,35.7,7.14,23.18,19.45,49.53,170,66.67,5.78
Ahmad Khalid Ahmadzai,143,166,11,52,13,6,T20I,23.8,6.97,15.09,13.0,36.36,88,53.01,7.53
M Cope,193,304,11,62,19,18,T20I,32.2,9.44,27.64,17.55,32.12,184,60.53,5.22
G Singh,254,236,11,133,17,6,T20I,42.3,5.58,21.45,23.09,52.36,104,44.07,11.04
Abdur Rehman,144,156,11,63,9,8,T20I,24.0,6.5,14.18,13.09,43.75,84,53.85,8.47
R Athapaththu,159,199,11,56,17,3,T20I,26.5,7.51,18.09,14.45,35.22,86,43.22,7.95
DJ Turkich,182,139,11,98,3,6,T20I,30.3,4.59,12.64,16.55,53.85,48,34.53,20.22
Nilansh Keswani,264,292,11,104,21,9,T20I,44.0,6.64,26.55,24.0,39.39,138,47.26,8.8
TJ Murtagh,252,298,11,100,27,9,T20I,42.0,7.1,27.09,22.91,39.68,162,54.36,7.0
Edward Fleming,180,190,11,62,5,8,T20I,30.0,6.33,17.27,16.36,34.44,68,35.79,13.85
MJ Swepson,155,205,11,48,8,10,T20I,25.8,7.95,18.64,14.09,30.97,92,44.88,8.61
M Kpaka,202,206,11,88,10,6,T20I,33.7,6.11,18.73,18.36,43.56,76,36.89,12.62
K Motlanka,167,187,11,76,11,8,T20I,27.8,6.73,17.0,15.18,45.51,92,49.2,8.79
L Sipamla,282,490,11,78,37,31,T20I,47.0,10.43,44.55,25.64,27.66,334,68.16,4.15
R Thapliyal,163,219,11,57,18,8,T20I,27.2,8.05,19.91,14.82,34.97,120,54.79,6.27
JM Vujinovich,234,288,11,92,24,9,T20I,39.0,7.38,26.18,21.27,39.32,150,52.08,7.09
AB Kamara,205,244,11,91,27,7,T20I,34.2,7.13,22.18,18.64,44.39,150,61.48,6.03
CN Ackermann,324,355,11,138,27,13,T20I,54.0,6.57,32.27,29.45,42.59,186,52.39,8.1
SMK Waththage,286,342,11,103,31,4,T20I,47.7,7.17,31.09,26.0,36.01,148,43.27,8.17
O Muzondo,112,93,11,59,8,0,T20I,18.7,4.97,8.45,10.18,52.68,32,34.41,14.0
JC Balt,209,217,11,77,4,11,T20I,34.8,6.24,19.73,19.0,36.84,82,37.79,13.93
BG Lister,258,349,11,87,38,9,T20I,43.0,8.12,31.73,23.45,33.72,206,59.03,5.49
Ilyas Ahmed,324,393,11,138,50,7,T20I,54.0,7.28,35.73,29.45,42.59,242,61.58,5.68
DK Pallekonda,178,279,11,53,19,17,T20I,29.7,9.39,25.36,16.18,29.78,178,63.8,4.94
Jai Sinh,114,146,11,46,13,3,T20I,19.0,7.68,13.27,10.36,40.35,70,47.95,7.12
Ronitkumar Ahir,73,30,11,46,0,0,T20I,12.2,2.46,2.73,6.64,63.01,0,0.0,
Atif Kamal,159,183,11,69,18,5,T20I,26.5,6.91,16.64,14.45,43.4,102,55.74,6.91
NT Rajendran,190,203,11,77,18,4,T20I,31.7,6.4,18.45,17.27,40.53,96,47.29,8.64
J Jarvis,167,237,11,61,21,10,T20I,27.8,8.53,21.55,15.18,36.53,144,60.76,5.39
AY Patel,160,119,11,90,11,2,T20I,26.7,4.46,10.82,14.55,56.25,56,47.06,12.31
Nizakat Khan,202,198,11,81,4,9,T20I,33.7,5.88,18.0,18.36,40.1,70,35.35,15.54
MH Yardy,283,301,11,104,18,6,T20I,47.2,6.38,27.36,25.73,36.75,108,35.88,11.79
S Sarthak,112,123,11,50,6,8,T20I,18.7,6.58,11.18,10.18,44.64,72,58.54,8.0
TM Macalou,175,228,11,71,16,10,T20I,29.2,7.81,20.73,15.91,40.57,124,54.39,6.73
N Master,114,120,11,55,9,5,T20I,19.0,6.32,10.91,10.36,48.25,66,55.0,8.14
Ayaz Dadabhai,180,172,11,67,10,1,T20I,30.0,5.73,15.64,16.36,37.22,46,26.74,16.36
Anwar Ali,261,352,10,98,32,12,T20I,43.5,8.09,35.2,26.1,37.55,200,56.82,5.93
H Klazinge,118,130,10,47,9,4,T20I,19.7,6.6,13.0,11.8,39.83,60,46.15,9.08
Garret Banner,243,293,10,97,26,6,T20I,40.5,7.23,29.3,24.3,39.92,140,47.78,7.59
XJ Doherty,233,302,10,77,17,14,T20I,38.8,7.78,30.2,23.3,33.05,152,50.33,7.52
S Prasanna,310,364,10,96,20,11,T20I,51.7,7.04,36.4,31.0,30.97,146,40.11,10.0
Ahmed Wardak,158,169,10,53,10,4,T20I,26.3,6.43,16.9,15.8,33.54,64,37.87,11.29
T Sandaruwan,167,249,10,62,14,18,T20I,27.8,8.96,24.9,16.7,37.13,164,65.86,5.22
O Isiyaku,163,170,10,77,22,2,T20I,27.2,6.25,17.0,16.3,47.24,100,58.82,6.79
JV Chand,188,208,10,69,14,5,T20I,31.3,6.65,20.8,18.8,36.7,86,41.35,9.89
Aue Oru,103,90,10,54,11,0,T20I,17.2,5.23,9.0,10.3,52.43,44,48.89,9.36
KR Jha,176,232,10,62,17,10,T20I,29.3,7.92,23.2,17.6,35.23,128,55.17,6.52
Saghir Khan,134,179,10,36,10,7,T20I,22.3,8.03,17.9,13.4,26.87,82,45.81,7.88
Saqib Anwar,159,186,10,81,22,6,T20I,26.5,7.02,18.6,15.9,50.94,124,66.67,5.68
Kim Daeyeon,146,197,10,53,14,8,T20I,24.3,8.11,19.7,14.6,36.3,104,52.79,6.64
MADI Hemantha,180,267,10,50,18,13,T20I,30.0,8.9,26.7,18.0,27.78,150,56.18,5.81
C Waiswa,120,145,10,51,10,6,T20I,20.0,7.25,14.5,12.0,42.5,76,52.41,7.5
CJ Chibhabha,248,324,10,74,24,9,T20I,41.3,7.85,32.4,24.8,29.84,150,46.3,7.52
Ali Nawaz,150,268,10,39,19,17,T20I,25.0,10.72,26.8,15.0,26.0,178,66.42,4.17
Lovedeep Singh,215,248,10,92,25,6,T20I,35.8,6.93,24.8,21.5,42.79,136,54.84,6.94
A Yon,127,143,10,43,9,0,T20I,21.2,6.75,14.3,12.7,33.86,36,25.17,14.11
RM Hira,262,339,10,82,21,16,T20I,43.7,7.76,33.9,26.2,31.3,180,53.1,7.08
JF Mooney,140,148,10,60,15,3,T20I,23.3,6.35,14.8,14.0,42.86,78,52.7,7.78
JC Darji,104,69,10,65,5,2,T20I,17.3,3.99,6.9,10.4,62.5,32,46.38,14.86
R Vinay Kumar,194,252,10,75,24,9,T20I,32.3,7.8,25.2,19.4,38.66,150,59.52,5.88
LC Le Tissier,150,141,10,57,4,4,T20I,25.0,5.64,14.1,15.0,38.0,40,28.37,18.75
M Heingo,156,247,10,54,17,15,T20I,26.0,9.5,24.7,15.6,34.62,158,63.97,4.88
DVD Madampage,249,316,10,104,25,15,T20I,41.5,7.61,31.6,24.9,41.77,190,60.13,6.22
Khalid Niazi,124,166,10,43,14,6,T20I,20.7,8.02,16.6,12.4,34.68,92,55.42,6.2
Ibrar Ahmad,145,231,10,41,16,14,T20I,24.2,9.55,23.1,14.5,28.28,148,64.07,4.83
Saeed Waqar Ali,215,366,10,72,32,20,T20I,35.8,10.22,36.6,21.5,33.49,248,67.76,4.13
H Lin Oo,173,228,10,64,15,12,T20I,28.8,7.92,22.8,17.3,36.99,132,57.89,6.41
BDH Stevens,147,161,10,60,12,4,T20I,24.5,6.57,16.1,14.7,40.82,72,44.72,9.19
Mansoor Shah,152,217,10,63,21,10,T20I,25.3,8.58,21.7,15.2,41.45,144,66.36,4.9
JR Hopes,228,287,10,70,26,7,T20I,38.0,7.55,28.7,22.8,30.7,146,50.87,6.91
K Venkatraman,120,149,10,52,10,8,T20I,20.0,7.45,14.9,12.0,43.33,88,59.06,6.67
D Ramani,182,248,10,63,29,5,T20I,30.3,8.18,24.8,18.2,34.62,146,58.87,5.35
B van Zyl,153,127,10,88,7,5,T20I,25.5,4.98,12.7,15.3,57.52,58,45.67,12.75
K Namchaikul,167,156,10,77,8,6,T20I,27.8,5.61,15.6,16.7,46.11,68,43.59,11.93
CPPM Sadun,281,307,10,99,13,10,T20I,46.8,6.56,30.7,28.1,35.23,112,36.48,12.22
T Jamtsho,270,330,10,106,38,3,T20I,45.0,7.33,33.0,27.0,39.26,170,51.52,6.59
J Proctor,219,225,10,104,21,5,T20I,36.5,6.16,22.5,21.9,47.49,114,50.67,8.42
N Zimonjic,180,322,10,43,26,18,T20I,30.0,10.73,32.2,18.0,23.89,212,65.84,4.09
SO Tikolo,89,92,10,42,6,4,T20I,14.8,6.22,9.2,8.9,47.19,48,52.17,8.9
MR Gillespie,222,258,10,102,23,7,T20I,37.0,6.97,25.8,22.2,45.95,134,51.94,7.4
NA Karnik,181,284,10,63,20,19,T20I,30.2,9.4,28.4,18.1,34.81,194,68.31,4.64
HK Bennett,227,337,10,64,29,10,T20I,37.8,8.92,33.7,22.7,28.19,176,52.23,5.82
Omar Hayat,96,123,10,34,7,5,T20I,16.0,7.69,12.3,9.6,35.42,58,47.15,8.0
Ali Sheikh,132,141,10,50,8,5,T20I,22.0,6.41,14.1,13.2,37.88,62,43.97,10.15
B Pondani,252,270,10,119,33,4,T20I,42.0,6.43,27.0,25.2,47.22,156,57.78,6.81
SM Warnakulasuriya,150,188,10,65,16,7,T20I,25.0,7.52,18.8,15.0,43.33,106,56.38,6.52
Noah Mead,199,259,10,70,13,14,T20I,33.2,7.8,25.9,19.9,35.18,136,52.51,7.37
ZB Lion-Cachet,183,208,10,63,11,6,T20I,30.5,6.82,20.8,18.3,34.43,80,38.46,10.76
M Gogev,363,536,10,121,48,21,T20I,60.5,8.86,53.6,36.3,33.33,318,59.33,5.26
K Pierre,210,319,10,68,21,18,T20I,35.0,9.11,31.9,21.0,32.38,192,60.19,5.38
Kashif Daud,231,284,10,75,22,8,T20I,38.5,7.38,28.4,23.1,32.47,136,47.89,7.7
Jaweed Sadran,218,291,10,76,34,4,T20I,36.3,8.02,29.1,21.8,34.86,160,54.98,5.74
Shunan Ali,162,175,10,68,12,7,T20I,27.0,6.48,17.5,16.2,41.98,90,51.43,8.53
ZM Tribe,109,95,10,53,7,2,T20I,18.2,5.22,9.5,10.9,48.62,40,42.11,12.11
B Mavuta,215,234,10,81,14,7,T20I,35.8,6.54,23.4,21.5,37.67,98,41.88,10.24
MP Ainsworth,250,349,10,83,31,13,T20I,41.7,8.37,34.9,25.0,33.2,202,57.88,5.68
Mohamed Mahfooz,187,220,10,72,10,11,T20I,31.2,7.05,22.0,18.7,38.5,106,48.18,8.9
Akhil Kumar,203,254,10,75,21,7,T20I,33.8,7.51,25.4,20.3,36.95,126,49.61,7.25
Tian Sen Qun,206,223,10,98,20,7,T20I,34.3,6.5,22.3,20.6,47.57,122,54.71,7.63
Ronald Ebanks,150,124,10,66,3,2,T20I,25.0,4.96,12.4,15.0,44.0,24,19.35,30.0
N Salekar,240,272,10,101,28,8,T20I,40.0,6.8,27.2,24.0,42.08,160,58.82,6.67
G Oliveira,264,309,10,104,20,11,T20I,44.0,7.02,30.9,26.4,39.39,146,47.25,8.52
K Gore,147,130,10,83,9,6,T20I,24.5,5.31,13.0,14.7,56.46,72,55.38,9.8
GDR Eranga,184,192,10,79,13,6,T20I,30.7,6.25,19.2,18.4,42.93,88,45.83,9.68
LF Muller,152,203,10,58,13,10,T20I,25.3,8.02,20.3,15.2,38.16,112,55.17,6.61
GG Alta,226,338,10,60,24,15,T20I,37.7,8.97,33.8,22.6,26.55,186,55.03,5.79
Ilyas Ataullah,205,290,10,62,30,6,T20I,34.2,8.48,29.0,20.5,30.24,156,53.79,5.69
Abdul Wahid,169,238,10,56,20,9,T20I,28.2,8.44,23.8,16.9,33.14,134,56.3,5.83
Nimish Lathief,238,310,10,79,27,12,T20I,39.7,7.81,31.0,23.8,33.19,180,58.06,6.1
Afif Hossain,193,252,10,71,19,13,T20I,32.2,7.83,25.2,19.3,36.79,154,61.11,6.03
Hassan Khan Mohammad,185,261,10,69,25,12,T20I,30.8,8.47,26.1,18.5,37.3,172,65.9,5.0
KAJ Roach,260,297,10,117,19,11,T20I,43.3,6.86,29.7,26.0,45.0,142,47.81,8.67
HA Varaiya,232,241,10,93,15,8,T20I,38.7,6.23,24.1,23.2,40.09,108,44.81,10.09
DV Varghese,306,456,10,95,38,19,T20I,51.0,8.94,45.6,30.6,31.05,266,58.33,5.37
Parveen Kumar,228,214,10,119,19,7,T20I,38.0,5.63,21.4,22.8,52.19,118,55.14,8.77
Kawsar Khan,152,138,10,77,16,1,T20I,25.3,5.45,13.8,15.2,50.66,70,50.72,8.94
T Sangha,171,249,10,45,17,12,T20I,28.5,8.74,24.9,17.1,26.32,140,56.22,5.9
PP Ojha,127,135,10,42,7,4,T20I,21.2,6.37,13.5,12.7,33.07,52,38.52,11.55
K Cawte,194,233,10,73,22,5,T20I,32.3,7.21,23.3,19.4,37.63,118,50.64,7.19
Raza Hasan,233,225,10,108,15,7,T20I,38.8,5.8,22.5,23.3,46.35,102,45.33,10.59
PW Borren,351,411,10,91,24,8,T20I,58.5,7.03,41.1,35.1,25.93,144,35.04,10.97
NN Banner,227,260,10,86,26,3,T20I,37.8,6.88,26.0,22.7,37.89,122,46.92,7.83
GH O'Brien,202,214,10,92,17,7,T20I,33.7,6.35,21.4,20.2,45.54,110,51.4,8.42
Owais Ahmed,305,338,10,107,18,13,T20I,50.8,6.65,33.8,30.5,35.08,150,44.38,9.84
Jobayer Hossen,160,185,10,62,22,0,T20I,26.7,6.93,18.5,16.0,38.75,88,47.57,7.27
Shantanu Kaveri,193,171,10,94,12,3,T20I,32.2,5.31,17.1,19.3,48.7,66,38.6,12.87
SHA Rance,167,248,10,53,22,9,T20I,27.8,8.92,24.8,16.7,31.74,142,57.26,5.39
Ashiqullah Said,183,159,10,98,16,3,T20I,30.5,5.21,15.9,18.3,53.55,82,51.57,9.63
Irfan Ahmed,133,144,10,60,13,5,T20I,22.2,6.49,14.4,13.3,45.11,82,56.94,7.39
KB Ahir,159,196,9,74,17,8,T20I,26.5,7.4,21.78,17.67,46.54,116,59.18,6.36
JRMVB Sanjaya,183,257,9,55,15,10,T20I,30.5,8.43,28.56,20.33,30.05,120,46.69,7.32
M Vandrasi,149,177,9,46,7,6,T20I,24.8,7.14,19.67,16.56,30.87,64,36.16,11.46
Harry Johnson,207,285,9,68,29,9,T20I,34.5,8.26,31.67,23.0,32.85,170,59.65,5.45
TM Dilshan,261,315,9,81,16,13,T20I,43.5,7.24,35.0,29.0,31.03,142,45.08,9.0
JJ Davidson,136,174,9,38,10,6,T20I,22.7,7.67,19.33,15.11,27.94,76,43.68,8.5
A Kheterpal,358,424,9,116,38,6,T20I,59.7,7.1,47.11,39.78,32.4,188,44.34,8.14
RN ten Doeschate,131,163,9,40,13,2,T20I,21.8,7.48,18.11,14.56,30.53,64,39.26,8.73
K Vislapuu,251,357,9,88,23,18,T20I,41.8,8.54,39.67,27.89,35.06,200,56.02,6.12
T Ritawa,98,134,9,40,7,10,T20I,16.3,8.22,14.89,10.89,40.82,88,65.67,5.76
P Dakainivanua,203,212,9,81,9,9,T20I,33.8,6.27,23.56,22.56,39.9,90,42.45,11.28
